month,client_name,industry,tier,acquisition_source,partner_name,months_active,contract_length_months,mrr,arr,expansion_revenue,active_users,dau,mau,products_count,feature_adoption_rate,self_service_portal_usage,support_tickets,avg_resolution_time_hrs,nps_score,csat_score,customer_health_score,cac,sales_cycle_days,ps_hours_contracted,ps_hours_used,implementation_days,time_to_value_days,is_churned,open_opportunities,pipeline_value,weighted_pipeline,win_rate,avg_deal_cycle_days,pipeline_coverage,days_to_renewal,is_renewal_period,renewal_risk_score,renewal_conversations_count,renewal_probability,partner_influenced_revenue,partner_commission_pct,partner_engagement_score,ai_tools_adopted,ai_tool_usage_hours_saved,automation_workflows_active,automated_report_views,self_service_reports_created,dashboard_views,data_quality_score,report_generation_time_mins,active_data_models,data_refresh_frequency_hrs,data_integration_sources,executive_report_requests,adhoc_analysis_requests,stakeholder_satisfaction_score,report_delivery_sla_met_pct,reports_delivered_on_time,total_reports_requested,avg_report_turnaround_days,closed_won_deals,closed_lost_deals,avg_closed_deal_size,client_start_date,ps_utilization_rate,dau_mau_ratio,report_delivery_rate,win_loss_ratio
2024-05-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,2,36,30991,371892,2589,479,304,479,2,0.8620771291928297,194,46,31.223722676787297,59,4.631668737870479,86.5957002362712,0,0,122,79,0,0,0,7,27900,13429.73893823149,0.33941553600762886,80,0.22506534155077282,1034,False,0.0,0,0.849055943051273,28458.537936790035,0.15279133339301149,62.59667296606507,3,28,0,24,28,445,0.8930615548901979,10.025330574061723,4,24,9,10,19,4.931347215084186,0.9608381568221861,17,48,6.454299739441987,1,1,174683,2024-03-01,0.65,0.63,0.35,0.5
2024-06-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,3,36,29153,349836,4293,509,306,509,5,0.7571577745837313,179,46,9.937709926072786,58,3.6552528159055875,91.46943918845207,0,0,152,31,0,0,0,9,51614,21592.13757473103,0.4253810367350882,94,0.44261311014303845,1003,False,0.0,0,0.849055943051273,25705.770847590225,0.15075507202621294,80.92600518340463,5,41,5,26,26,68,0.9336944818627604,6.41189886613233,7,4,7,2,20,4.4954181590090885,0.987511968258568,34,45,1.7737099496293611,0,1,0,2024-03-01,0.2,0.6,0.76,0.0
2024-07-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,4,36,29980,359760,0,507,379,507,1,0.7693873360647414,225,38,6.298836393037,51,4.719777175722202,83.45407399981528,0,0,148,85,0,0,0,5,90967,28032.18638320276,0.21425779836267012,107,0.7585640426951301,973,False,0.0,0,0.849055943051273,25135.26338105166,0.24999649316545428,65.42308105305416,2,50,1,139,39,447,0.9607966004502202,8.371442813638335,13,8,4,10,14,3.7313791419816824,0.8771268950753045,25,48,1.262154567727086,2,2,112267,2024-03-01,0.57,0.75,0.52,0.67
2024-08-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,5,36,32662,391944,0,519,342,519,5,0.5547339482813949,257,35,43.58281955432308,78,4.622804777143155,75.7124787061669,0,0,134,24,0,0,0,7,131026,86695.07342669109,0.3834372111749778,109,1.0028932704672096,942,False,0.0,0,0.849055943051273,29575.178322145788,0.2449402229808921,88.5911933853434,4,8,4,23,46,266,0.9811175417578355,8.763570435942036,4,1,6,2,7,3.909186949387035,0.9857959313467362,24,47,1.5502814179545603,1,1,141641,2024-03-01,0.18,0.66,0.51,0.5
2024-09-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,6,36,32982,395784,1127,522,416,522,1,0.5874563367088839,57,25,44.81799161849784,55,4.253010672039853,68.25223258522014,0,0,125,91,0,0,0,4,133851,82672.1590457304,0.19163780754545587,105,1.0145761324358742,911,False,0.0,0,0.849055943051273,29344.754762976492,0.1007876797458427,62.77290199447525,2,13,2,150,43,290,0.9134882138421985,11.866416856895551,6,8,3,1,9,4.129738315630164,0.9690848662959157,44,24,1.66514737174009,3,2,190523,2024-03-01,0.73,0.8,1.83,1.0
2024-10-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,7,36,28707,344484,0,541,270,541,5,0.5764080198130169,196,31,10.616439942725597,45,4.5778164916885284,70.19451957213403,0,0,61,85,0,0,0,8,142992,96068.80363631621,0.30228677664880144,47,1.2452711882119343,881,False,0.0,0,0.849055943051273,25207.351060120356,0.17052026172377288,82.24847770140205,2,16,0,101,9,196,0.8861688886578467,10.19946160015164,4,8,4,1,13,4.319020617811537,0.9720263298334132,26,49,6.884915114733095,3,2,97783,2024-03-01,1.39,0.5,0.53,1.0
2024-11-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,8,36,33408,400896,0,530,297,530,4,0.795554606614522,276,7,16.517407722287366,79,4.915407726068194,61.29443265699215,0,0,171,39,0,0,0,4,19599,12778.049230758563,0.20733102922017327,90,0.14666397270114942,850,False,0.0,0,0.849055943051273,32486.864805183344,0.10717060513697371,82.95059786451878,2,7,5,121,30,400,0.9159604950561793,14.390702049531242,8,4,9,8,13,4.886465699940445,0.9278913780302412,20,47,1.4735620363328072,1,2,127009,2024-03-01,0.23,0.56,0.43,0.33
2024-12-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,9,36,31358,376296,0,543,388,543,1,0.48332238603295685,163,27,22.567964344831832,72,3.9434599240105133,75.60705170848784,0,0,130,93,0,0,0,1,185946,108314.94382154869,0.2589933391952947,65,1.4824446712162767,820,False,0.0,0,0.849055943051273,31061.913977707187,0.12141692025438247,81.26505161622994,3,2,2,27,20,418,0.9467744313549196,6.0701081556078895,12,1,4,8,13,4.058020067706026,0.964462670769787,23,53,3.201699691922994,2,2,123056,2024-03-01,0.72,0.71,0.43,0.67
2025-01-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,10,36,31507,378084,0,558,431,558,4,0.4588804977453376,248,21,34.38573931551399,77,3.7790720742088997,78.12108459729372,0,0,196,27,0,0,0,3,42148,11862.008810303758,0.1722156117529631,67,0.33443361792617515,789,False,0.0,0,0.849055943051273,30868.536044596352,0.16676667891136826,63.07267593866559,5,20,5,191,9,301,0.9313257041838343,13.478643552954445,5,4,7,9,9,3.682043682617685,0.8801470556766529,23,35,5.742238364846495,0,1,0,2024-03-01,0.14,0.77,0.66,0.0
2025-02-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,11,36,33631,403572,604,586,304,586,3,0.5990799903854542,233,35,26.182000122193806,65,3.694656844570656,90.9486256392117,0,0,144,98,0,0,0,10,29441,13836.819476088562,0.3540326971948743,89,0.21885314144687937,758,False,0.0,0,0.849055943051273,27768.004258793113,0.22435805922030982,79.29562052631965,4,11,2,120,37,486,0.9802317441129083,12.639471290545579,11,4,6,3,7,3.9839911267318335,0.9563998198793868,37,53,6.369555500926746,0,1,0,2024-03-01,0.68,0.52,0.7,0.0
2025-03-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,12,36,32277,387324,0,635,419,635,5,0.6512865723706314,93,42,45.31392144195541,47,3.687755442690354,70.59886121381066,0,0,83,19,0,0,0,5,157749,35448.81611175475,0.4091343574860099,55,1.2218375313690863,730,False,0.0,0,0.849055943051273,26115.07412496693,0.196218060073654,80.18699310170827,5,13,6,168,45,35,0.9247057090204174,9.78029614417318,7,8,9,4,14,3.9461508071446136,0.8609459538258019,18,30,3.6376329995224657,3,1,103483,2024-03-01,0.23,0.66,0.6,1.5
2025-04-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,13,36,33558,402696,0,599,361,599,4,0.5993583035870125,244,28,25.689086167782218,75,3.9789745889700923,94.58081793134815,0,0,121,13,0,0,0,3,46930,12112.022512800573,0.23706360149097044,94,0.34961857083258835,699,False,0.0,0,0.849055943051273,32646.32209809249,0.16272021150023147,93.69400482837679,1,20,5,58,15,275,0.9993954116643126,7.535411648322909,7,24,2,2,14,4.2581666945356575,0.9950029945828713,28,57,3.117370533138132,0,1,0,2024-03-01,0.11,0.6,0.49,0.0
2025-05-01,Client_C,Technology,Enterprise,Alliance Partner,Partner_5,14,36,34896,418752,0,659,331,659,5,0.45374854218560373,84,21,35.46537091453202,71,4.508780905648174,70.00119335043561,0,0,143,97,0,0,0,8,61027,25479.643084731117,0.2365805091117287,94,0.43720627005960566,669,False,0.0,0,0.849055943051273,31436.10018885667,0.21466061720608592,69.79022371683936,4,43,1,42,11,221,0.905979750448723,14.81502730211015,11,8,4,4,18,4.1020806264140965,0.8560382359236144,17,28,5.28155107794884,3,2,169796,2024-03-01,0.68,0.5,0.61,1.0
